TransactionID,CustomerID,PurchaseDate,Age,Gender,Location,ProductCategory,Quantity,UnitPrice,PaymentMethod,DiscountPercent,ShippingCost,CustomerRating,ChurnStatus,TotalAmount
TXN11633,CUST270,2026-03-14,40.0,Male,Bangalore,Electronics,2,1964.77,UPI,20,193.21,4.0,No,3336.842
TXN11634,CUST134,2026-04-06,24.0,Male,Hyderabad,Fashion,8,4551.77,Wallet,0,110.12,5.0,Yes,36524.280000000006
TXN11635,CUST351,2026-02-17,26.0,Male,Mumbai,Fashion,9,2262.7,UPI,5,91.61,2.0,No,19437.695
TXN11636,CUST347,2026-03-11,18.0,Male,Hyderabad,Fashion,8,3757.23,Credit Card,0,171.19,2.0,Yes,30229.03
TXN11637,CUST369,2026-04-10,43.0,Male,Hyderabad,Beauty,3,4658.25,COD,10,35.72,5.0,Yes,12612.995
TXN11638,CUST241,2026-02-28,55.0,Female,Bangalore,Electronics,7,4547.12,COD,0,95.05,4.0,Yes,31924.89
TXN11639,CUST374,2026-01-02,55.0,Male,Bangalore,Electronics,2,379.07,COD,5,87.63,2.0,No,807.8629999999999
TXN11640,CUST196,2026-06-06,61.0,Male,Hyderabad,Electronics,4,1107.95,COD,20,82.97,3.0,No,3628.41
TXN11641,CUST327,2026-03-06,39.0,Male,Hyderabad,Fashion,6,2436.84,COD,10,75.38,3.0,Yes,13234.316
TXN11642,CUST479,2026-03-24,61.0,Female,Delhi,Electronics,5,2214.62,UPI,10,57.81,4.0,No,10023.6
TXN11643,CUST139,2026-06-03,27.0,Female,Hyderabad,Electronics,9,3240.37,COD,10,51.12,5.0,No,26298.117
TXN11644,CUST402,2026-01-10,23.0,Female,Pune,Home,4,4729.07,Credit Card,10,135.27,4.0,Yes,17159.922
TXN11645,CUST129,2026-02-22,34.0,Female,Hyderabad,Electronics,5,650.78,UPI,5,185.49,3.0,No,3276.695
TXN11646,CUST418,2026-03-20,68.0,Female,Hyderabad,Electronics,4,2314.11,UPI,5,111.59,4.0,Yes,8905.208
TXN11647,CUST345,2026-02-28,67.0,Male,Delhi,Electronics,8,1042.81,COD,5,73.64,1.0,Yes,7998.995999999999
TXN11648,CUST336,2026-05-30,55.0,Male,Hyderabad,Electronics,8,4481.13,Wallet,5,48.65,5.0,Yes,34105.238
TXN11649,CUST285,2026-06-28,43.0,Male,Bangalore,Electronics,3,4826.44,Credit Card,20,169.43,3.0,Yes,11752.886
TXN11650,CUST372,2026-02-17,68.0,Female,Mumbai,Electronics,1,2445.64,UPI,0,194.87,5.0,Yes,2640.51
TXN11651,CUST336,2026-05-29,27.0,Female,Bangalore,Electronics,6,609.65,Credit Card,5,82.85,1.0,Yes,3557.855
TXN11652,CUST339,2026-05-03,25.0,Male,Mumbai,Electronics,2,3947.94,Wallet,0,72.37,5.0,Yes,7968.25
TXN11653,CUST477,2026-01-22,38.0,Female,Hyderabad,Home,2,3515.99,UPI,10,128.27,5.0,Yes,6457.052000000001
TXN11654,CUST366,2026-04-10,23.0,Female,Pune,Beauty,3,1837.89,Credit Card,20,159.56,3.0,No,4570.496000000001
TXN11655,CUST459,2026-04-08,38.0,Female,Hyderabad,Electronics,8,4448.3,COD,20,101.97,1.0,Yes,28571.090000000004
TXN11656,CUST440,2026-06-07,56.0,Male,Delhi,Electronics,3,4881.58,UPI,0,133.41,5.0,No,14778.15
TXN11657,CUST489,2026-01-25,41.0,Male,Hyderabad,Electronics,7,2833.48,UPI,0,148.98,3.0,Yes,19983.34
TXN11658,CUST165,2026-01-28,50.0,Female,Mumbai,Electronics,9,2872.07,UPI,0,192.91,5.0,Yes,26041.54
TXN11659,CUST277,2026-04-23,35.0,Female,Bangalore,Fashion,8,1557.82,UPI,20,49.71,2.0,Yes,10019.758
TXN11660,CUST103,2026-02-14,45.0,Female,Pune,Fashion,1,2964.08,COD,5,199.53,5.0,No,3015.406
TXN11661,CUST242,2026-03-09,69.0,Female,Hyderabad,Home,7,2254.25,Wallet,20,90.59,3.0,Yes,12714.39
TXN11662,CUST476,2026-01-07,49.0,Male,Hyderabad,Electronics,7,1580.74,Wallet,5,150.18,2.0,No,10662.101
TXN11663,CUST258,2026-02-18,29.0,Female,Bangalore,Electronics,8,429.21,Credit Card,10,123.03,3.0,Yes,3213.342
TXN11664,CUST424,2026-05-17,65.0,Male,Pune,Electronics,5,1338.27,COD,5,107.6,3.0,Yes,6464.382500000001
TXN11665,CUST246,2026-06-13,59.0,Male,Hyderabad,Beauty,9,1069.49,COD,0,145.65,3.0,No,9771.06
TXN11666,CUST393,2026-03-24,44.0,Male,Hyderabad,Home,9,2756.01,Credit Card,5,91.24,1.0,No,23655.12550000001
TXN11667,CUST253,2026-05-09,27.0,Female,Hyderabad,Electronics,8,3048.18,COD,5,42.7,3.0,Yes,23208.868
TXN11668,CUST293,2026-05-18,63.0,Male,Hyderabad,Beauty,6,3082.0,COD,20,108.0,4.0,No,14901.6
TXN11669,CUST173,2026-06-13,69.0,Male,Mumbai,Electronics,6,2002.09,UPI,0,113.94,3.0,Yes,12126.48
TXN11670,CUST499,2026-03-14,59.0,Female,Mumbai,Beauty,1,2164.03,UPI,10,56.34,1.0,No,2003.967
TXN11671,CUST405,2026-02-15,49.0,Female,Delhi,Fashion,6,4187.77,UPI,5,188.41,2.0,Yes,24058.699
TXN11672,CUST477,2026-04-16,59.0,Female,Bangalore,Fashion,4,2433.54,COD,10,60.95,4.0,No,8821.694000000001
TXN11673,CUST444,2026-06-09,43.0,Male,Pune,Electronics,4,4940.09,COD,0,93.66,1.0,Yes,19854.02
TXN11674,CUST240,2026-02-01,42.0,Female,Hyderabad,Home,2,2254.12,Wallet,5,47.89,3.0,Yes,4330.718
TXN11675,CUST287,2026-01-06,28.0,Male,Hyderabad,Electronics,4,3282.95,UPI,20,116.44,2.0,No,10621.88
TXN11676,CUST393,2026-06-25,40.0,Male,Delhi,Home,5,346.78,Credit Card,10,75.37,3.0,Yes,1635.88
TXN11677,CUST161,2026-06-15,51.0,Female,Hyderabad,Home,5,3301.37,COD,20,108.07,3.0,Yes,13313.55
TXN11678,CUST480,2026-05-25,43.0,Male,Bangalore,Electronics,5,4271.99,UPI,10,60.43,2.0,No,19284.385
TXN11679,CUST298,2026-03-15,57.0,Male,Delhi,Fashion,4,4718.04,Wallet,0,29.68,3.0,No,18901.84
TXN11680,CUST395,2026-04-24,40.0,Male,Bangalore,Fashion,1,4986.87,UPI,5,160.26,5.0,Yes,4897.7865
TXN11681,CUST419,2026-01-27,46.0,Male,Delhi,Electronics,8,1482.68,Wallet,10,135.4,3.0,Yes,10810.696
TXN11682,CUST402,2026-02-23,48.0,Female,Hyderabad,Beauty,3,2919.31,Wallet,20,81.33,3.0,Yes,7087.674000000001
TXN11683,CUST444,2026-06-27,24.0,Male,Delhi,Home,2,2308.52,COD,10,28.55,2.0,No,4183.886
TXN11684,CUST111,2026-06-12,57.0,Female,Mumbai,Electronics,9,2862.71,Wallet,10,175.8,3.0,Yes,23363.751
TXN11685,CUST162,2026-03-26,50.0,Male,Pune,Fashion,7,871.52,Wallet,10,50.56,5.0,No,5541.136
TXN11686,CUST433,2026-05-07,38.0,Male,Hyderabad,Electronics,9,4295.13,Credit Card,10,187.53,2.0,No,34978.083
TXN11687,CUST326,2026-06-02,19.0,Female,Hyderabad,Electronics,2,4556.89,Wallet,10,106.15,1.0,Yes,8308.552
TXN11688,CUST253,2026-06-05,35.0,Male,Pune,Electronics,9,2303.34,Credit Card,10,81.27,1.0,Yes,18738.324
TXN11689,CUST299,2026-04-21,64.0,Male,Hyderabad,Electronics,9,1474.11,Credit Card,20,153.52,3.0,No,10767.112
TXN11690,CUST152,2026-01-15,50.0,Male,Pune,Home,9,790.08,UPI,10,177.83,1.0,No,6577.478
TXN11691,CUST360,2026-05-12,54.0,Male,Mumbai,Electronics,4,3450.45,UPI,10,86.73,4.0,Yes,12508.35
TXN11692,CUST159,2026-04-03,51.0,Male,Pune,Electronics,3,1629.94,COD,10,93.32,3.0,Yes,4494.157999999999
TXN11693,CUST172,2026-05-03,37.0,Male,Delhi,Fashion,6,4556.74,COD,5,97.97,3.0,No,26071.388
TXN11694,CUST248,2026-03-14,52.0,Female,Pune,Electronics,3,3387.96,COD,0,186.02,2.0,Yes,10349.9
TXN11695,CUST449,2026-06-04,68.0,Female,Hyderabad,Fashion,9,3263.86,Wallet,0,144.66,4.0,Yes,29519.4
TXN11696,CUST163,2026-06-03,67.0,Female,Hyderabad,Beauty,3,2841.07,UPI,0,64.58,3.0,No,8587.79
TXN11697,CUST410,2026-05-27,35.0,Male,Hyderabad,Electronics,2,324.3,Wallet,20,53.3,2.0,Yes,572.18
TXN11698,CUST473,2026-04-02,63.0,Male,Bangalore,Electronics,8,4666.42,UPI,20,61.47,5.0,Yes,29926.558000000005
TXN11699,CUST343,2026-01-17,41.0,Male,Pune,Fashion,6,3176.89,Wallet,20,67.44,3.0,Yes,15316.512
TXN11700,CUST466,2026-02-12,25.0,Female,Hyderabad,Electronics,8,4970.9,COD,10,61.43,3.0,No,35851.91
TXN11701,CUST430,2026-05-01,47.0,Male,Pune,Home,7,2733.05,UPI,0,138.53,3.0,Yes,19269.88
TXN11702,CUST207,2026-02-10,61.0,Female,Hyderabad,Fashion,3,3579.54,UPI,10,40.87,5.0,No,9705.628
TXN11703,CUST326,2026-06-19,27.0,Male,Pune,Fashion,8,375.43,Credit Card,5,89.72,5.0,Yes,2942.988
TXN11704,CUST413,2026-06-27,40.0,Male,Hyderabad,Beauty,1,3195.51,UPI,0,132.51,3.0,Yes,3328.0200000000004
TXN11705,CUST318,2026-06-17,69.0,Male,Pune,Home,1,3846.78,UPI,5,72.35,5.0,Yes,3726.791
TXN11706,CUST341,2026-02-08,66.0,Female,Hyderabad,Beauty,8,3914.72,Wallet,5,31.75,2.0,Yes,29783.622
TXN11707,CUST359,2026-04-23,28.0,Male,Hyderabad,Home,9,3873.55,COD,10,34.73,3.0,No,31410.485000000004
TXN11708,CUST476,2026-05-31,19.0,Female,Bangalore,Fashion,6,1208.78,Credit Card,0,42.67,3.0,Yes,7295.35
TXN11709,CUST362,2026-04-21,43.0,Male,Hyderabad,Beauty,5,4879.45,Wallet,5,170.45,1.0,No,23347.8375
TXN11710,CUST105,2026-06-29,53.0,Male,Delhi,Electronics,2,4976.39,UPI,0,138.42,3.0,Yes,10091.2
TXN11711,CUST361,2026-02-16,50.0,Female,Hyderabad,Home,9,470.42,Wallet,5,31.61,3.0,Yes,4053.701
TXN11712,CUST154,2026-03-04,64.0,Male,Hyderabad,Fashion,6,4688.59,COD,5,90.39,1.0,No,26815.353
TXN11713,CUST147,2026-04-20,30.0,Male,Mumbai,Electronics,8,1518.3,Credit Card,10,70.15,5.0,Yes,11001.91
TXN11714,CUST315,2026-03-10,57.0,Male,Pune,Home,9,3477.49,Wallet,0,124.05,3.0,Yes,31421.459999999995
TXN11715,CUST277,2026-02-12,42.0,Male,Mumbai,Home,9,1756.74,UPI,10,114.11,3.0,Yes,14343.704000000002
TXN11716,CUST109,2026-06-25,21.0,Female,Pune,Electronics,8,4842.0,Wallet,10,106.6,5.0,Yes,34969.0
TXN11717,CUST199,2026-02-03,59.0,Female,Bangalore,Home,8,597.37,UPI,10,76.61,2.0,No,4377.674
TXN11718,CUST120,2026-02-09,36.0,Male,Hyderabad,Home,3,2538.96,Credit Card,10,44.8,1.0,Yes,6899.992
TXN11719,CUST478,2026-03-02,35.0,Male,Delhi,Electronics,3,2197.43,Credit Card,10,153.63,3.0,No,6086.691
TXN11720,CUST341,2026-06-27,54.0,Female,Hyderabad,Electronics,2,1697.51,Wallet,5,178.37,1.0,No,3403.639
TXN11721,CUST161,2026-03-03,43.0,Male,Pune,Beauty,1,3263.12,Credit Card,0,189.95,5.0,Yes,3453.07
TXN11722,CUST479,2026-02-27,36.0,Female,Delhi,Fashion,4,742.17,COD,0,30.55,5.0,Yes,2999.23
TXN11723,CUST278,2026-06-10,40.0,Male,Hyderabad,Fashion,2,3611.65,Wallet,10,153.18,2.0,Yes,6654.150000000001
TXN11724,CUST438,2026-03-16,33.0,Female,Delhi,Beauty,2,4904.9,UPI,0,150.77,3.0,Yes,9960.57
TXN11725,CUST162,2026-01-16,18.0,Female,Pune,Fashion,5,4042.34,Wallet,5,190.48,3.0,No,19391.595
TXN11726,CUST245,2026-03-23,29.0,Female,Bangalore,Home,4,4314.08,UPI,10,65.52,5.0,Yes,15596.208
TXN11727,CUST316,2026-04-04,41.0,Female,Bangalore,Beauty,1,1862.22,Credit Card,20,153.59,1.0,No,1643.366
TXN11728,CUST103,2026-02-17,51.0,Male,Hyderabad,Beauty,9,1691.94,UPI,20,29.83,3.0,Yes,12211.798
TXN11729,CUST260,2026-05-18,25.0,Male,Mumbai,Fashion,4,2633.54,UPI,5,133.62,3.0,Yes,10141.072
TXN11730,CUST327,2026-03-23,35.0,Female,Pune,Electronics,5,324.06,UPI,5,83.15,3.0,Yes,1622.435
TXN11731,CUST369,2026-02-07,65.0,Female,Hyderabad,Fashion,7,4732.25,UPI,20,158.4,1.0,No,26659.000000000004
TXN11732,CUST220,2026-05-07,22.0,Female,Hyderabad,Electronics,2,804.55,COD,10,175.39,2.0,Yes,1623.58
TXN11733,CUST481,2026-01-19,43.0,Female,Bangalore,Beauty,8,4524.76,UPI,5,85.67,3.0,Yes,34473.846
TXN11734,CUST189,2026-06-13,47.0,Male,Delhi,Electronics,2,509.55,Wallet,20,114.61,1.0,Yes,929.89
TXN11735,CUST429,2026-03-04,30.0,Female,Pune,Home,5,4130.86,COD,10,41.13,1.0,No,18630.0
TXN11736,CUST168,2026-03-18,36.0,Female,Delhi,Electronics,2,844.62,UPI,5,95.04,5.0,Yes,1699.818
TXN11737,CUST498,2026-06-23,46.0,Female,Hyderabad,Electronics,2,286.84,UPI,0,84.94,3.0,Yes,658.6199999999999
TXN11738,CUST457,2026-05-11,20.0,Female,Hyderabad,Electronics,4,3625.5,UPI,0,52.96,5.0,Yes,14554.96
TXN11739,CUST198,2026-04-12,43.0,Female,Pune,Home,4,1473.3,COD,0,181.01,3.0,No,6074.21
TXN11740,CUST367,2026-03-06,57.0,Female,Mumbai,Electronics,8,3601.03,UPI,10,46.66,2.0,Yes,25974.076
TXN11741,CUST205,2026-04-30,29.0,Female,Hyderabad,Home,6,2819.92,UPI,5,134.43,2.0,Yes,16207.974
TXN11742,CUST423,2026-04-01,19.0,Male,Bangalore,Electronics,8,633.16,UPI,20,180.23,2.0,Yes,4232.454
TXN11743,CUST223,2026-01-08,28.0,Female,Mumbai,Electronics,7,4667.44,Credit Card,5,184.15,1.0,Yes,31222.626
TXN11744,CUST129,2026-06-28,61.0,Female,Hyderabad,Fashion,4,2316.34,Wallet,0,162.78,1.0,Yes,9428.14
TXN11745,CUST237,2026-03-14,45.0,Female,Hyderabad,Electronics,2,3698.79,UPI,0,51.71,5.0,Yes,7449.29
TXN11746,CUST295,2026-05-14,35.0,Male,Bangalore,Electronics,9,2555.0,Wallet,10,167.14,3.0,No,20862.64
TXN11747,CUST326,2026-04-17,30.0,Male,Hyderabad,Beauty,2,3061.37,Credit Card,20,69.78,3.0,Yes,4967.972
TXN11748,CUST432,2026-03-30,54.0,Male,Mumbai,Fashion,1,1583.59,Credit Card,10,186.03,3.0,Yes,1611.261
TXN11749,CUST270,2026-02-08,39.0,Female,Pune,Electronics,8,1081.77,UPI,20,147.64,2.0,Yes,7070.968000000001
TXN11750,CUST109,2026-04-23,29.0,Female,Hyderabad,Fashion,9,2758.59,Wallet,5,161.35,3.0,No,23747.2945
TXN11751,CUST140,2026-01-28,19.0,Female,Delhi,Electronics,1,2257.07,COD,10,35.31,4.0,Yes,2066.673
TXN11752,CUST125,2026-04-07,54.0,Male,Pune,Home,7,2011.55,UPI,10,124.9,2.0,Yes,12797.665
TXN11753,CUST361,2026-02-06,24.0,Female,Pune,Electronics,2,3395.58,COD,10,167.81,3.0,No,6279.854
TXN11754,CUST495,2026-05-17,43.0,Male,Mumbai,Beauty,6,3483.48,Credit Card,0,175.09,5.0,Yes,21075.97
TXN11755,CUST326,2026-03-23,43.0,Male,Mumbai,Fashion,5,325.01,Credit Card,0,25.15,3.0,No,1650.2
TXN11756,CUST224,2026-02-25,41.0,Male,Bangalore,Fashion,1,1759.85,Wallet,20,189.05,1.0,Yes,1596.93
TXN11757,CUST138,2026-03-26,29.0,Male,Bangalore,Fashion,2,2117.65,COD,5,27.8,5.0,No,4051.335
TXN11758,CUST428,2026-01-02,33.0,Male,Delhi,Fashion,2,574.77,COD,10,130.61,5.0,No,1165.196
TXN11759,CUST351,2026-02-27,40.0,Female,Pune,Electronics,6,1255.91,UPI,0,144.81,5.0,No,7680.270000000001
TXN11760,CUST489,2026-04-17,57.0,Female,Delhi,Electronics,1,353.04,Wallet,10,39.32,4.0,Yes,357.05600000000004
TXN11761,CUST276,2026-05-03,26.0,Male,Delhi,Electronics,4,4981.59,Wallet,20,28.64,4.0,Yes,15969.728
TXN11762,CUST190,2026-06-17,49.0,Female,Mumbai,Home,5,3709.13,COD,20,161.28,3.0,Yes,14997.800000000005
TXN11763,CUST137,2026-06-13,32.0,Female,Delhi,Electronics,2,528.51,Credit Card,5,89.24,2.0,Yes,1093.409
TXN11764,CUST416,2026-04-24,54.0,Male,Delhi,Electronics,2,199.22,Wallet,20,39.28,3.0,No,358.03200000000004
TXN11765,CUST276,2026-04-17,30.0,Male,Hyderabad,Home,7,3624.51,Credit Card,10,157.28,3.0,Yes,22991.693
TXN11766,CUST384,2026-02-06,22.0,Female,Bangalore,Electronics,7,2252.04,UPI,5,172.85,3.0,Yes,15148.916
TXN11767,CUST181,2026-03-20,28.0,Female,Bangalore,Electronics,6,3955.3,Wallet,5,125.73,1.0,No,22670.94
TXN11768,CUST214,2026-04-02,27.0,Female,Pune,Beauty,1,4625.03,Wallet,0,49.02,5.0,Yes,4674.05
TXN11769,CUST140,2026-01-18,69.0,Female,Bangalore,Home,3,3036.57,UPI,10,22.74,3.0,Yes,8221.479000000001
TXN11770,CUST401,2026-04-08,30.0,Male,Hyderabad,Fashion,9,1016.83,Wallet,20,146.14,2.0,Yes,7467.316000000002
TXN11771,CUST324,2026-03-04,58.0,Female,Pune,Electronics,1,3932.75,COD,0,119.03,2.0,Yes,4051.78
TXN11772,CUST418,2026-05-30,63.0,Male,Hyderabad,Beauty,2,4783.48,COD,10,137.14,5.0,Yes,8747.403999999999
TXN11773,CUST449,2026-05-19,67.0,Male,Bangalore,Electronics,8,2943.13,UPI,10,166.37,2.0,No,21356.906
TXN11774,CUST215,2026-01-04,32.0,Female,Hyderabad,Electronics,7,3441.79,Credit Card,5,98.16,5.0,No,22986.0635
TXN11775,CUST286,2026-05-15,59.0,Female,Bangalore,Fashion,9,1753.63,Credit Card,5,42.41,2.0,Yes,15035.946500000002
TXN11776,CUST423,2026-03-02,24.0,Female,Bangalore,Beauty,4,1969.49,Wallet,10,189.2,3.0,No,7279.364
TXN11777,CUST156,2026-04-17,57.0,Male,Hyderabad,Electronics,4,3699.81,Credit Card,0,118.15,1.0,Yes,14917.39
TXN11778,CUST140,2026-02-23,45.0,Male,Delhi,Fashion,7,4646.08,Credit Card,5,130.75,2.0,No,31027.182
TXN11779,CUST454,2026-03-29,49.0,Male,Delhi,Home,1,3182.04,UPI,5,188.01,2.0,Yes,3210.9479999999994
TXN11780,CUST140,2026-03-09,52.0,Male,Delhi,Fashion,9,3970.25,Credit Card,10,187.69,3.0,Yes,32346.715
TXN11781,CUST447,2026-05-09,32.0,Female,Hyderabad,Electronics,2,941.01,Credit Card,10,122.98,1.0,No,1816.798
TXN11782,CUST337,2026-02-24,65.0,Male,Delhi,Fashion,1,1138.6,Credit Card,5,73.57,3.0,Yes,1155.2399999999998
TXN11783,CUST389,2026-01-03,53.0,Male,Bangalore,Fashion,7,2706.97,COD,0,199.48,1.0,Yes,19148.27
TXN11784,CUST362,2026-06-15,38.0,Female,Mumbai,Fashion,6,965.12,COD,5,142.55,1.0,Yes,5643.734
TXN11785,CUST316,2026-05-01,23.0,Male,Hyderabad,Electronics,3,3211.48,UPI,10,93.52,2.0,Yes,8764.516000000001
TXN11786,CUST247,2026-05-09,18.0,Male,Mumbai,Beauty,1,1529.1,Wallet,5,120.77,4.0,Yes,1573.4149999999995
TXN11787,CUST436,2026-04-12,21.0,Female,Hyderabad,Fashion,5,3978.51,UPI,10,94.85,2.0,Yes,17998.145
TXN11788,CUST268,2026-02-07,28.0,Male,Mumbai,Fashion,4,4059.74,Wallet,5,179.89,5.0,Yes,15606.901999999998
TXN11789,CUST192,2026-03-26,61.0,Male,Pune,Electronics,5,2372.56,Wallet,10,106.85,3.0,No,10783.37
TXN11790,CUST453,2026-06-06,43.0,Male,Delhi,Electronics,1,985.97,Credit Card,10,168.24,1.0,Yes,1055.613
TXN11791,CUST159,2026-05-13,54.0,Male,Hyderabad,Home,1,3269.2,Credit Card,0,171.23,5.0,No,3440.43
TXN11792,CUST159,2026-04-02,40.0,Female,Bangalore,Home,5,4964.66,UPI,10,168.38,3.0,Yes,22509.35
TXN11793,CUST404,2026-01-21,46.0,Male,Delhi,Electronics,6,3150.7,UPI,5,149.99,5.0,No,18108.98
TXN11794,CUST269,2026-04-19,38.0,Female,Delhi,Beauty,5,275.3,UPI,10,173.88,4.0,No,1412.73
TXN11795,CUST369,2026-02-16,65.0,Male,Mumbai,Home,2,184.74,COD,20,89.7,1.0,Yes,385.284
TXN11796,CUST463,2026-03-25,62.0,Female,Pune,Beauty,9,1669.77,COD,5,40.64,2.0,No,14317.1735
TXN11797,CUST145,2026-03-24,62.0,Female,Delhi,Electronics,5,1059.34,COD,0,171.64,1.0,No,5468.34
TXN11798,CUST445,2026-02-04,66.0,Female,Hyderabad,Home,5,4083.95,COD,5,109.67,3.0,No,19508.4325
TXN11799,CUST281,2026-03-10,44.0,Male,Hyderabad,Fashion,9,4239.55,COD,0,42.93,1.0,No,38198.880000000005
TXN11800,CUST270,2026-05-09,56.0,Male,Delhi,Electronics,3,1367.23,Credit Card,20,40.76,5.0,No,3322.112000000001
TXN11801,CUST456,2026-05-20,57.0,Male,Mumbai,Home,5,1695.66,Wallet,0,48.66,5.0,Yes,8526.960000000001
TXN11802,CUST291,2026-01-27,30.0,Female,Mumbai,Beauty,5,1257.61,COD,10,155.18,2.0,No,5814.425
TXN11803,CUST255,2026-02-25,40.0,Male,Bangalore,Beauty,2,4551.07,UPI,20,147.95,2.0,No,7429.661999999999
TXN11804,CUST288,2026-01-23,33.0,Male,Hyderabad,Home,4,2562.98,Wallet,20,56.69,2.0,No,8258.226
TXN11805,CUST107,2026-06-02,47.0,Male,Hyderabad,Beauty,2,3315.07,COD,0,172.45,3.0,Yes,6802.59
TXN11806,CUST233,2026-01-21,21.0,Male,Hyderabad,Home,5,2135.86,COD,5,70.63,3.0,Yes,10215.965
TXN11807,CUST335,2026-03-02,43.0,Female,Pune,Home,2,3191.97,Credit Card,0,162.74,3.0,Yes,6546.679999999999
TXN11808,CUST145,2026-03-04,33.0,Female,Mumbai,Beauty,9,1990.69,Credit Card,0,107.99,3.0,No,18024.2
TXN11809,CUST414,2026-05-02,48.0,Male,Bangalore,Electronics,6,1764.42,Credit Card,20,151.68,3.0,No,8620.896
TXN11810,CUST349,2026-02-21,59.0,Male,Hyderabad,Fashion,8,3208.95,COD,10,88.65,1.0,Yes,23193.09
TXN11811,CUST131,2026-03-29,42.0,Male,Hyderabad,Electronics,9,2996.2,Credit Card,5,82.49,4.0,No,25700.0
TXN11812,CUST123,2026-06-02,61.0,Female,Hyderabad,Fashion,8,1538.29,COD,0,171.44,1.0,Yes,12477.76
TXN11813,CUST494,2026-02-24,29.0,Male,Hyderabad,Electronics,5,831.81,Wallet,10,26.35,2.0,No,3769.495
TXN11814,CUST260,2026-02-15,43.0,Female,Delhi,Electronics,5,1906.03,Wallet,10,195.45,3.0,Yes,8772.585000000001
TXN11815,CUST463,2026-02-01,54.0,Female,Pune,Fashion,6,2134.47,COD,5,136.67,3.0,Yes,12303.149
TXN11816,CUST258,2026-02-24,65.0,Male,Bangalore,Home,1,3180.55,UPI,10,97.85,1.0,Yes,2960.3450000000003
TXN11817,CUST139,2026-04-06,50.0,Male,Pune,Beauty,8,4581.19,COD,0,133.05,5.0,Yes,36782.57
TXN11818,CUST182,2026-05-13,45.0,Male,Delhi,Electronics,2,277.31,Wallet,20,42.09,3.0,Yes,485.78600000000006
TXN11819,CUST456,2026-02-05,26.0,Female,Bangalore,Electronics,6,1293.94,Wallet,10,112.53,1.0,Yes,7099.8060000000005
TXN11820,CUST358,2026-04-20,29.0,Female,Bangalore,Electronics,9,1049.21,COD,20,197.32,5.0,Yes,7751.632
TXN11821,CUST306,2026-06-26,22.0,Male,Mumbai,Fashion,3,2561.24,COD,5,62.35,1.0,Yes,7361.883999999999
TXN11822,CUST177,2026-04-16,69.0,Female,Pune,Fashion,2,2205.53,COD,5,150.01,1.0,Yes,4340.517000000001
TXN11823,CUST112,2026-02-27,45.0,Male,Pune,Home,5,3672.28,Wallet,10,98.29,3.0,Yes,16623.550000000003
TXN11824,CUST395,2026-02-08,52.0,Male,Mumbai,Electronics,9,1287.84,UPI,20,137.44,1.0,Yes,9409.888
TXN11825,CUST324,2026-03-21,22.0,Female,Hyderabad,Home,6,3013.04,COD,0,56.88,2.0,Yes,18135.12
TXN11826,CUST113,2026-04-07,51.0,Female,Delhi,Electronics,8,4430.9,Wallet,20,104.68,5.0,Yes,28462.44
TXN11827,CUST146,2026-04-23,63.0,Female,Pune,Fashion,8,4562.32,COD,10,196.42,3.0,Yes,33045.124
TXN11828,CUST255,2026-03-02,51.0,Female,Mumbai,Beauty,7,4798.04,Wallet,20,55.15,4.0,No,26924.174000000003
TXN11829,CUST213,2026-05-17,30.0,Male,Bangalore,Beauty,5,3888.98,COD,20,134.56,3.0,No,15690.48
TXN11830,CUST333,2026-01-06,56.0,Male,Hyderabad,Beauty,2,4539.34,Wallet,5,123.61,5.0,No,8748.356
TXN11831,CUST117,2026-04-19,59.0,Male,Mumbai,Beauty,5,1249.2,COD,10,121.71,2.0,Yes,5743.110000000001
TXN11832,CUST460,2026-02-04,62.0,Female,Hyderabad,Electronics,7,1068.15,Credit Card,20,130.72,5.0,Yes,6112.3600000000015
TXN11833,CUST323,2026-02-08,65.0,Male,Hyderabad,Electronics,7,131.79,COD,10,110.4,3.0,Yes,940.677
TXN11834,CUST454,2026-05-30,31.0,Female,Delhi,Beauty,2,3563.54,Wallet,0,23.05,3.0,No,7150.13
TXN11835,CUST288,2026-06-18,28.0,Female,Hyderabad,Electronics,7,4693.59,COD,10,182.02,5.0,No,29751.63700000001
TXN11836,CUST444,2026-04-28,59.0,Female,Hyderabad,Electronics,6,1015.98,UPI,0,168.86,2.0,Yes,6264.74
TXN11837,CUST465,2026-01-05,55.0,Male,Hyderabad,Electronics,7,3221.02,COD,10,51.35,3.0,Yes,20343.776
TXN11838,CUST263,2026-06-19,21.0,Female,Bangalore,Home,8,3757.65,COD,10,94.39,2.0,Yes,27149.47
TXN11839,CUST426,2026-03-28,50.0,Female,Bangalore,Home,4,4645.31,COD,20,158.7,3.0,No,15023.692000000005
TXN11840,CUST174,2026-03-17,24.0,Female,Bangalore,Electronics,1,3269.62,UPI,20,196.41,4.0,Yes,2812.106
TXN11841,CUST333,2026-06-07,58.0,Female,Bangalore,Beauty,8,4854.44,UPI,0,191.2,3.0,No,39026.72
TXN11842,CUST324,2026-02-26,25.0,Female,Mumbai,Electronics,8,1788.9,UPI,0,181.88,4.0,No,14493.08
TXN11843,CUST419,2026-05-07,54.0,Female,Bangalore,Fashion,3,1814.65,Credit Card,5,48.51,1.0,Yes,5220.262500000001
